pilot_index,image_id,class_name,true_label,true_class_id,clean_predicted_label,clean_predicted_class_id,clean_confidence,corruption_type,severity,random_seed,original_width,original_height,relative_image_path,original_path,corrupted_path
1,1786,032.Mangrove_Cuckoo,31,32,31,32,0.8459853529930115,gaussian_noise,3,1730511632,500,333,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\032.Mangrove_Cuckoo\Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\032.Mangrove_Cuckoo\1786_Mangrove_Cuckoo_0009_26354.jpg
1,1786,032.Mangrove_Cuckoo,31,32,31,32,0.8459853529930115,gaussian_noise,5,2165746608,500,333,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\032.Mangrove_Cuckoo\Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\032.Mangrove_Cuckoo\1786_Mangrove_Cuckoo_0009_26354.jpg
1,1786,032.Mangrove_Cuckoo,31,32,31,32,0.8459853529930115,motion_blur,1,1131458176,500,333,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\032.Mangrove_Cuckoo\Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\032.Mangrove_Cuckoo\1786_Mangrove_Cuckoo_0009_26354.jpg
1,1786,032.Mangrove_Cuckoo,31,32,31,32,0.8459853529930115,motion_blur,3,2612309152,500,333,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\032.Mangrove_Cuckoo\Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\032.Mangrove_Cuckoo\1786_Mangrove_Cuckoo_0009_26354.jpg
1,1786,032.Mangrove_Cuckoo,31,32,31,32,0.8459853529930115,motion_blur,5,1199176191,500,333,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\032.Mangrove_Cuckoo\Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\032.Mangrove_Cuckoo\1786_Mangrove_Cuckoo_0009_26354.jpg
1,1786,032.Mangrove_Cuckoo,31,32,31,32,0.8459853529930115,brightness,1,3382863693,500,333,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\032.Mangrove_Cuckoo\Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\032.Mangrove_Cuckoo\1786_Mangrove_Cuckoo_0009_26354.jpg
1,1786,032.Mangrove_Cuckoo,31,32,31,32,0.8459853529930115,brightness,3,3855504067,500,333,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\032.Mangrove_Cuckoo\Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\032.Mangrove_Cuckoo\1786_Mangrove_Cuckoo_0009_26354.jpg
1,1786,032.Mangrove_Cuckoo,31,32,31,32,0.8459853529930115,brightness,5,85812353,500,333,032.Mangrove_Cuckoo/Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\032.Mangrove_Cuckoo\Mangrove_Cuckoo_0009_26354.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\032.Mangrove_Cuckoo\1786_Mangrove_Cuckoo_0009_26354.jpg
2,9096,155.Warbling_Vireo,154,155,154,155,0.8962827920913696,gaussian_noise,1,3062398486,500,379,155.Warbling_Vireo/Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\155.Warbling_Vireo\9096_Warbling_Vireo_0131_158522.jpg
2,9096,155.Warbling_Vireo,154,155,154,155,0.8962827920913696,gaussian_noise,3,592933486,500,379,155.Warbling_Vireo/Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\155.Warbling_Vireo\9096_Warbling_Vireo_0131_158522.jpg
2,9096,155.Warbling_Vireo,154,155,154,155,0.8962827920913696,gaussian_noise,5,2543607072,500,379,155.Warbling_Vireo/Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\155.Warbling_Vireo\9096_Warbling_Vireo_0131_158522.jpg
2,9096,155.Warbling_Vireo,154,155,154,155,0.8962827920913696,motion_blur,1,2023185364,500,379,155.Warbling_Vireo/Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\155.Warbling_Vireo\9096_Warbling_Vireo_0131_158522.jpg
2,9096,155.Warbling_Vireo,154,155,154,155,0.8962827920913696,motion_blur,3,2599699995,500,379,155.Warbling_Vireo/Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\155.Warbling_Vireo\9096_Warbling_Vireo_0131_158522.jpg
2,9096,155.Warbling_Vireo,154,155,154,155,0.8962827920913696,motion_blur,5,3892527415,500,379,155.Warbling_Vireo/Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\155.Warbling_Vireo\9096_Warbling_Vireo_0131_158522.jpg
2,9096,155.Warbling_Vireo,154,155,154,155,0.8962827920913696,brightness,1,2087228179,500,379,155.Warbling_Vireo/Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\155.Warbling_Vireo\9096_Warbling_Vireo_0131_158522.jpg
2,9096,155.Warbling_Vireo,154,155,154,155,0.8962827920913696,brightness,3,1724459267,500,379,155.Warbling_Vireo/Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\155.Warbling_Vireo\9096_Warbling_Vireo_0131_158522.jpg
2,9096,155.Warbling_Vireo,154,155,154,155,0.8962827920913696,brightness,5,1786956197,500,379,155.Warbling_Vireo/Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\155.Warbling_Vireo\Warbling_Vireo_0131_158522.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\155.Warbling_Vireo\9096_Warbling_Vireo_0131_158522.jpg
3,3749,065.Slaty_backed_Gull,64,65,64,65,0.2017121315002441,gaussian_noise,1,1028960881,500,334,065.Slaty_backed_Gull/Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\065.Slaty_backed_Gull\Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\065.Slaty_backed_Gull\3749_Slaty_Backed_Gull_0035_796026.jpg
3,3749,065.Slaty_backed_Gull,64,65,64,65,0.2017121315002441,gaussian_noise,3,1065376614,500,334,065.Slaty_backed_Gull/Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\065.Slaty_backed_Gull\Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\065.Slaty_backed_Gull\3749_Slaty_Backed_Gull_0035_796026.jpg
3,3749,065.Slaty_backed_Gull,64,65,64,65,0.2017121315002441,gaussian_noise,5,2858503026,500,334,065.Slaty_backed_Gull/Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\065.Slaty_backed_Gull\Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\065.Slaty_backed_Gull\3749_Slaty_Backed_Gull_0035_796026.jpg
3,3749,065.Slaty_backed_Gull,64,65,64,65,0.2017121315002441,motion_blur,1,1583108995,500,334,065.Slaty_backed_Gull/Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\065.Slaty_backed_Gull\Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\065.Slaty_backed_Gull\3749_Slaty_Backed_Gull_0035_796026.jpg
3,3749,065.Slaty_backed_Gull,64,65,64,65,0.2017121315002441,motion_blur,3,883841177,500,334,065.Slaty_backed_Gull/Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\065.Slaty_backed_Gull\Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\065.Slaty_backed_Gull\3749_Slaty_Backed_Gull_0035_796026.jpg
3,3749,065.Slaty_backed_Gull,64,65,64,65,0.2017121315002441,motion_blur,5,2085912861,500,334,065.Slaty_backed_Gull/Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\065.Slaty_backed_Gull\Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\065.Slaty_backed_Gull\3749_Slaty_Backed_Gull_0035_796026.jpg
3,3749,065.Slaty_backed_Gull,64,65,64,65,0.2017121315002441,brightness,1,3088115259,500,334,065.Slaty_backed_Gull/Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\065.Slaty_backed_Gull\Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\065.Slaty_backed_Gull\3749_Slaty_Backed_Gull_0035_796026.jpg
3,3749,065.Slaty_backed_Gull,64,65,64,65,0.2017121315002441,brightness,3,693875610,500,334,065.Slaty_backed_Gull/Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\065.Slaty_backed_Gull\Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\065.Slaty_backed_Gull\3749_Slaty_Backed_Gull_0035_796026.jpg
3,3749,065.Slaty_backed_Gull,64,65,64,65,0.2017121315002441,brightness,5,1416753985,500,334,065.Slaty_backed_Gull/Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\065.Slaty_backed_Gull\Slaty_Backed_Gull_0035_796026.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\065.Slaty_backed_Gull\3749_Slaty_Backed_Gull_0035_796026.jpg
4,2538,045.Northern_Fulmar,44,45,44,45,0.8757538795471191,gaussian_noise,1,1995149254,500,411,045.Northern_Fulmar/Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\045.Northern_Fulmar\Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\045.Northern_Fulmar\2538_Northern_Fulmar_0045_43581.jpg
4,2538,045.Northern_Fulmar,44,45,44,45,0.8757538795471191,gaussian_noise,3,3936337049,500,411,045.Northern_Fulmar/Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\045.Northern_Fulmar\Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\045.Northern_Fulmar\2538_Northern_Fulmar_0045_43581.jpg
4,2538,045.Northern_Fulmar,44,45,44,45,0.8757538795471191,gaussian_noise,5,3245850500,500,411,045.Northern_Fulmar/Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\045.Northern_Fulmar\Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\045.Northern_Fulmar\2538_Northern_Fulmar_0045_43581.jpg
4,2538,045.Northern_Fulmar,44,45,44,45,0.8757538795471191,motion_blur,1,3839416802,500,411,045.Northern_Fulmar/Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\045.Northern_Fulmar\Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\045.Northern_Fulmar\2538_Northern_Fulmar_0045_43581.jpg
4,2538,045.Northern_Fulmar,44,45,44,45,0.8757538795471191,motion_blur,3,3764287097,500,411,045.Northern_Fulmar/Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\045.Northern_Fulmar\Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\045.Northern_Fulmar\2538_Northern_Fulmar_0045_43581.jpg
4,2538,045.Northern_Fulmar,44,45,44,45,0.8757538795471191,motion_blur,5,329690295,500,411,045.Northern_Fulmar/Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\045.Northern_Fulmar\Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\045.Northern_Fulmar\2538_Northern_Fulmar_0045_43581.jpg
4,2538,045.Northern_Fulmar,44,45,44,45,0.8757538795471191,brightness,1,209726610,500,411,045.Northern_Fulmar/Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\045.Northern_Fulmar\Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\045.Northern_Fulmar\2538_Northern_Fulmar_0045_43581.jpg
4,2538,045.Northern_Fulmar,44,45,44,45,0.8757538795471191,brightness,3,2629699487,500,411,045.Northern_Fulmar/Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\045.Northern_Fulmar\Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\045.Northern_Fulmar\2538_Northern_Fulmar_0045_43581.jpg
4,2538,045.Northern_Fulmar,44,45,44,45,0.8757538795471191,brightness,5,2698492719,500,411,045.Northern_Fulmar/Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\045.Northern_Fulmar\Northern_Fulmar_0045_43581.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\045.Northern_Fulmar\2538_Northern_Fulmar_0045_43581.jpg
5,9514,162.Canada_Warbler,161,162,161,162,0.8749979734420776,gaussian_noise,1,3320664067,375,500,162.Canada_Warbler/Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\162.Canada_Warbler\Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\162.Canada_Warbler\9514_Canada_Warbler_0008_162416.jpg
5,9514,162.Canada_Warbler,161,162,161,162,0.8749979734420776,gaussian_noise,3,2692188052,375,500,162.Canada_Warbler/Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\162.Canada_Warbler\Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\162.Canada_Warbler\9514_Canada_Warbler_0008_162416.jpg
5,9514,162.Canada_Warbler,161,162,161,162,0.8749979734420776,gaussian_noise,5,3525481858,375,500,162.Canada_Warbler/Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\162.Canada_Warbler\Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\162.Canada_Warbler\9514_Canada_Warbler_0008_162416.jpg
5,9514,162.Canada_Warbler,161,162,161,162,0.8749979734420776,motion_blur,1,982159490,375,500,162.Canada_Warbler/Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\162.Canada_Warbler\Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\162.Canada_Warbler\9514_Canada_Warbler_0008_162416.jpg
5,9514,162.Canada_Warbler,161,162,161,162,0.8749979734420776,motion_blur,3,3447092454,375,500,162.Canada_Warbler/Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\162.Canada_Warbler\Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\162.Canada_Warbler\9514_Canada_Warbler_0008_162416.jpg
5,9514,162.Canada_Warbler,161,162,161,162,0.8749979734420776,motion_blur,5,2629043713,375,500,162.Canada_Warbler/Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\162.Canada_Warbler\Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\162.Canada_Warbler\9514_Canada_Warbler_0008_162416.jpg
5,9514,162.Canada_Warbler,161,162,161,162,0.8749979734420776,brightness,1,1810988898,375,500,162.Canada_Warbler/Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\162.Canada_Warbler\Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\162.Canada_Warbler\9514_Canada_Warbler_0008_162416.jpg
5,9514,162.Canada_Warbler,161,162,161,162,0.8749979734420776,brightness,3,3273864128,375,500,162.Canada_Warbler/Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\162.Canada_Warbler\Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\162.Canada_Warbler\9514_Canada_Warbler_0008_162416.jpg
5,9514,162.Canada_Warbler,161,162,161,162,0.8749979734420776,brightness,5,996793578,375,500,162.Canada_Warbler/Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\162.Canada_Warbler\Canada_Warbler_0008_162416.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\162.Canada_Warbler\9514_Canada_Warbler_0008_162416.jpg
6,9159,156.White_eyed_Vireo,155,156,155,156,0.9316045641899108,gaussian_noise,1,3910264237,500,333,156.White_eyed_Vireo/White_Eyed_Vireo_0088_159084.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\156.White_eyed_Vireo\White_Eyed_Vireo_0088_159084.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\156.White_eyed_Vireo\9159_White_Eyed_Vireo_0088_159084.jpg
6,9159,156.White_eyed_Vireo,155,156,155,156,0.9316045641899108,gaussian_noise,3,3983403474,500,333,156.White_eyed_Vireo/White_Eyed_Vireo_0088_159084.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\156.White_eyed_Vireo\White_Eyed_Vireo_0088_159084.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\156.White_eyed_Vireo\9159_White_Eyed_Vireo_0088_159084.jpg
6,9159,156.White_eyed_Vireo,155,156,155,156,0.9316045641899108,gaussian_noise,5,1052828415,500,333,156.White_eyed_Vireo/White_Eyed_Vireo_0088_159084.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\156.White_eyed_Vireo\White_Eyed_Vireo_0088_159084.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\156.White_eyed_Vireo\9159_White_Eyed_Vireo_0088_159084.jpg
6,9159,156.White_eyed_Vireo,155,156,155,156,0.9316045641899108,motion_blur,1,1557319504,500,333,156.White_eyed_Vireo/White_Eyed_Vireo_0088_159084.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\156.White_eyed_Vireo\White_Eyed_Vireo_0088_159084.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\156.White_eyed_Vireo\9159_White_Eyed_Vireo_0088_159084.jpg
6,9159,156.White_eyed_Vireo,155,156,155,156,0.9316045641899108,motion_blur,3,3762922892,500,333,156.White_eyed_Vireo/White_Eyed_Vireo_0088_159084.jpg,D:\Demo Python\visual_explanation_robustness\data\raw\CUB_200_2011\images\156.White_eyed_Vireo\White_Eyed_Vireo_0088_159084.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\156.White_eyed_Vireo\9159_White_Eyed_Vireo_0088_159084.jpg
