image_id,image_path,class_id,is_train,x,y,width,height
269,005.Crested_Auklet/Crested_Auklet_0066_785251.jpg,5,1,52.0,63.0,295.0,424.0
6177,106.Horned_Puffin/Horned_Puffin_0052_100977.jpg,106,1,83.0,16.0,330.0,315.0
11781,200.Common_Yellowthroat/Common_Yellowthroat_0098_190430.jpg,200,1,41.0,33.0,379.0,426.0
5579,096.Hooded_Oriole/Hooded_Oriole_0104_90264.jpg,96,1,139.0,14.0,215.0,216.0
9565,163.Cape_May_Warbler/Cape_May_Warbler_0058_162948.jpg,163,1,76.0,173.0,210.0,107.0
6930,119.Field_Sparrow/Field_Sparrow_0091_113486.jpg,119,1,24.0,132.0,202.0,175.0
7220,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0060_795160.jpg,124,1,46.0,67.0,329.0,256.0
7784,133.White_throated_Sparrow/White_Throated_Sparrow_0027_128847.jpg,133,1,110.0,74.0,220.0,217.0
10972,187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0038_796182.jpg,187,1,84.0,100.0,207.0,360.0
11484,195.Carolina_Wren/Carolina_Wren_0033_186848.jpg,195,1,155.0,132.0,257.0,161.0
1732,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0058_795292.jpg,31,1,109.0,76.0,254.0,187.0
249,005.Crested_Auklet/Crested_Auklet_0005_794922.jpg,5,1,130.0,59.0,176.0,400.0
5592,096.Hooded_Oriole/Hooded_Oriole_0125_90382.jpg,96,1,83.0,123.0,274.0,140.0
7316,125.Lincoln_Sparrow/Lincoln_Sparrow_0064_117602.jpg,125,1,161.0,95.0,283.0,217.0
9786,167.Hooded_Warbler/Hooded_Warbler_0084_164944.jpg,167,1,183.0,133.0,249.0,192.0
1571,028.Brown_Creeper/Brown_Creeper_0115_24488.jpg,28,1,74.0,97.0,193.0,402.0
7995,137.Cliff_Swallow/Cliff_Swallow_0044_133927.jpg,137,1,17.0,55.0,314.0,291.0
9522,162.Canada_Warbler/Canada_Warbler_0047_162439.jpg,162,1,53.0,63.0,165.0,152.0
8265,141.Artic_Tern/Artic_Tern_0111_143101.jpg,141,1,250.0,105.0,109.0,137.0
4282,074.Florida_Jay/Florida_Jay_0088_65147.jpg,74,1,83.0,89.0,229.0,133.0
2033,036.Northern_Flicker/Northern_Flicker_0011_28466.jpg,36,1,63.0,108.0,303.0,197.0
7598,130.Tree_Sparrow/Tree_Sparrow_0039_124140.jpg,130,1,181.0,109.0,258.0,343.0
6017,103.Sayornis/Sayornis_0099_98593.jpg,103,1,95.0,62.0,155.0,280.0
5956,102.Western_Wood_Pewee/Western_Wood_Pewee_0035_795062.jpg,102,1,48.0,36.0,148.0,204.0
1704,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0028_26165.jpg,31,1,184.0,36.0,307.0,303.0
2882,050.Eared_Grebe/Eared_Grebe_0064_34251.jpg,50,1,79.0,71.0,250.0,160.0
9799,167.Hooded_Warbler/Hooded_Warbler_0013_164627.jpg,167,1,108.0,48.0,391.0,285.0
9226,157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0026_159686.jpg,157,1,150.0,100.0,258.0,182.0
8540,146.Forsters_Tern/Forsters_Tern_0088_151893.jpg,146,1,146.0,134.0,220.0,245.0
332,007.Parakeet_Auklet/Parakeet_Auklet_0041_795933.jpg,7,1,40.0,22.0,113.0,151.0
10873,185.Bohemian_Waxwing/Bohemian_Waxwing_0048_177821.jpg,185,1,121.0,100.0,184.0,181.0
10363,176.Prairie_Warbler/Prairie_Warbler_0025_165306.jpg,176,1,204.0,123.0,134.0,173.0
4363,075.Green_Jay/Green_Jay_0095_65881.jpg,75,1,26.0,7.0,339.0,368.0
7524,129.Song_Sparrow/Song_Sparrow_0086_121999.jpg,129,1,257.0,39.0,241.0,316.0
1905,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0056_797293.jpg,34,1,83.0,69.0,284.0,320.0
2659,047.American_Goldfinch/American_Goldfinch_0128_32333.jpg,47,1,68.0,72.0,311.0,275.0
8153,139.Scarlet_Tanager/Scarlet_Tanager_0128_138711.jpg,139,1,181.0,41.0,256.0,314.0
9906,169.Magnolia_Warbler/Magnolia_Warbler_0137_165507.jpg,169,1,55.0,77.0,420.0,269.0
6238,107.Common_Raven/Common_Raven_0009_102112.jpg,107,1,30.0,107.0,308.0,185.0
9570,163.Cape_May_Warbler/Cape_May_Warbler_0012_162701.jpg,163,1,162.0,137.0,199.0,246.0
11268,192.Downy_Woodpecker/Downy_Woodpecker_0003_183933.jpg,192,1,125.0,76.0,255.0,215.0
388,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0016_2114.jpg,8,1,69.0,60.0,356.0,252.0
4869,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0064_795422.jpg,84,1,55.0,101.0,290.0,173.0
5906,101.White_Pelican/White_Pelican_0028_95950.jpg,101,1,1.0,1.0,491.0,250.0
3506,061.Heermann_Gull/Heermann_Gull_0112_45748.jpg,61,1,158.0,20.0,257.0,289.0
2827,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0067_34032.jpg,49,1,39.0,27.0,435.0,222.0
11153,190.Red_cockaded_Woodpecker/Red_Cockaded_Woodpecker_0002_794696.jpg,190,1,117.0,69.0,102.0,190.0
10586,180.Wilson_Warbler/Wilson_Warbler_0122_175937.jpg,180,1,223.0,71.0,234.0,221.0
5163,089.Hooded_Merganser/Hooded_Merganser_0013_796754.jpg,89,1,85.0,23.0,237.0,178.0
730,014.Indigo_Bunting/Indigo_Bunting_0017_11574.jpg,14,1,129.0,22.0,236.0,291.0
9517,162.Canada_Warbler/Canada_Warbler_0099_162425.jpg,162,1,60.0,96.0,338.0,161.0
5466,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0066_86159.jpg,94,1,6.0,15.0,473.0,287.0
6654,114.Black_throated_Sparrow/Black_Throated_Sparrow_0055_107213.jpg,114,1,105.0,44.0,214.0,256.0
206,004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,4,1,24.0,58.0,432.0,238.0
6678,115.Brewer_Sparrow/Brewer_Sparrow_0029_796699.jpg,115,1,210.0,79.0,165.0,195.0
1294,024.Red_faced_Cormorant/Red_Faced_Cormorant_0072_796269.jpg,24,1,115.0,91.0,254.0,338.0
4954,085.Horned_Lark/Horned_Lark_0069_74093.jpg,85,1,110.0,84.0,214.0,253.0
2291,041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0098_41731.jpg,41,1,87.0,47.0,310.0,253.0
1151,021.Eastern_Towhee/Eastern_Towhee_0035_22223.jpg,21,1,65.0,87.0,326.0,188.0
2567,045.Northern_Fulmar/Northern_Fulmar_0071_44146.jpg,45,1,57.0,91.0,381.0,143.0
10018,171.Myrtle_Warbler/Myrtle_Warbler_0072_166702.jpg,171,1,27.0,102.0,240.0,376.0
1749,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0057_795323.jpg,31,1,56.0,58.0,285.0,371.0
6219,107.Common_Raven/Common_Raven_0035_101466.jpg,107,1,158.0,92.0,174.0,213.0
3423,059.California_Gull/California_Gull_0008_40942.jpg,59,1,174.0,58.0,165.0,198.0
8714,149.Brown_Thrasher/Brown_Thrasher_0119_155170.jpg,149,1,104.0,80.0,329.0,299.0
9089,155.Warbling_Vireo/Warbling_Vireo_0075_158480.jpg,155,1,68.0,102.0,268.0,154.0
10071,172.Nashville_Warbler/Nashville_Warbler_0040_167454.jpg,172,1,193.0,120.0,190.0,135.0
3942,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0078_57208.jpg,68,1,121.0,126.0,294.0,287.0
7982,136.Barn_Swallow/Barn_Swallow_0002_130551.jpg,136,1,6.0,30.0,468.0,394.0
822,015.Lazuli_Bunting/Lazuli_Bunting_0105_15017.jpg,15,1,52.0,72.0,218.0,322.0
4871,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0045_795426.jpg,84,1,130.0,71.0,200.0,133.0
9635,164.Cerulean_Warbler/Cerulean_Warbler_0086_797214.jpg,164,1,61.0,51.0,244.0,176.0
1145,021.Eastern_Towhee/Eastern_Towhee_0111_22168.jpg,21,1,128.0,57.0,304.0,283.0
8933,152.Blue_headed_Vireo/Blue_Headed_Vireo_0039_156397.jpg,152,1,167.0,49.0,238.0,333.0
1314,024.Red_faced_Cormorant/Red_Faced_Cormorant_0037_796305.jpg,24,1,21.0,24.0,212.0,448.0
10078,172.Nashville_Warbler/Nashville_Warbler_0006_167497.jpg,172,1,196.0,145.0,136.0,124.0
3720,064.Ring_billed_Gull/Ring_Billed_Gull_0059_51554.jpg,64,1,175.0,123.0,137.0,227.0
3035,053.Western_Grebe/Western_Grebe_0032_36439.jpg,53,1,113.0,105.0,255.0,156.0
6171,106.Horned_Puffin/Horned_Puffin_0062_100693.jpg,106,1,157.0,76.0,201.0,256.0
8676,148.Green_tailed_Towhee/Green_Tailed_Towhee_0027_154823.jpg,148,1,170.0,125.0,232.0,173.0
8847,151.Black_capped_Vireo/Black_Capped_Vireo_0035_797471.jpg,151,1,137.0,110.0,101.0,112.0
2225,039.Least_Flycatcher/Least_Flycatcher_0033_30449.jpg,39,1,95.0,153.0,256.0,225.0
5362,092.Nighthawk/Nighthawk_0058_83270.jpg,92,1,23.0,8.0,262.0,317.0
7217,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0015_795152.jpg,124,1,72.0,43.0,364.0,277.0
9858,168.Kentucky_Warbler/Kentucky_Warbler_0025_165304.jpg,168,1,221.0,128.0,193.0,157.0
2041,036.Northern_Flicker/Northern_Flicker_0024_29041.jpg,36,1,195.0,79.0,167.0,378.0
3702,064.Ring_billed_Gull/Ring_Billed_Gull_0054_51414.jpg,64,1,28.0,47.0,469.0,321.0
7814,134.Cape_Glossy_Starling/Cape_Glossy_Starling_0028_129309.jpg,134,1,169.0,116.0,130.0,133.0
1817,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0094_26643.jpg,33,1,205.0,117.0,160.0,206.0
6377,109.American_Redstart/American_Redstart_0138_102869.jpg,109,1,34.0,121.0,412.0,197.0
6292,108.White_necked_Raven/White_Necked_Raven_0026_797357.jpg,108,1,119.0,61.0,129.0,117.0
7461,128.Seaside_Sparrow/Seaside_Sparrow_0071_796519.jpg,128,1,88.0,81.0,287.0,229.0
6021,103.Sayornis/Sayornis_0010_98611.jpg,103,1,26.0,126.0,273.0,270.0
5279,091.Mockingbird/Mockingbird_0050_80184.jpg,91,1,172.0,74.0,142.0,100.0
5158,089.Hooded_Merganser/Hooded_Merganser_0089_796740.jpg,89,1,91.0,28.0,340.0,188.0
8179,140.Summer_Tanager/Summer_Tanager_0099_139310.jpg,140,1,246.0,77.0,187.0,156.0
11037,188.Pileated_Woodpecker/Pileated_Woodpecker_0088_180054.jpg,188,1,172.0,147.0,135.0,220.0
10148,173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0042_167614.jpg,173,1,37.0,100.0,457.0,256.0
671,013.Bobolink/Bobolink_0101_9811.jpg,13,1,94.0,41.0,180.0,289.0
7218,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0089_795154.jpg,124,1,111.0,63.0,129.0,125.0
3476,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0005_44860.jpg,60,1,159.0,78.0,291.0,249.0
11120,189.Red_bellied_Woodpecker/Red_Bellied_Woodpecker_0088_180941.jpg,189,1,27.0,60.0,439.0,274.0
9237,158.Bay_breasted_Warbler/Bay_Breasted_Warbler_0062_159783.jpg,158,1,149.0,66.0,286.0,164.0
2416,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0064_795466.jpg,43,1,136.0,77.0,105.0,189.0
6417,110.Geococcyx/Geococcyx_0105_104239.jpg,110,1,78.0,13.0,345.0,382.0
1242,023.Brandt_Cormorant/Brandt_Cormorant_0021_23097.jpg,23,1,62.0,76.0,387.0,232.0
4069,070.Green_Violetear/Green_Violetear_0036_795635.jpg,70,1,106.0,94.0,146.0,354.0
3961,069.Rufous_Hummingbird/Rufous_Hummingbird_0102_59414.jpg,69,1,120.0,67.0,250.0,177.0
11433,195.Carolina_Wren/Carolina_Wren_0117_186916.jpg,195,1,200.0,140.0,194.0,146.0
1466,027.Shiny_Cowbird/Shiny_Cowbird_0075_24335.jpg,27,1,123.0,67.0,326.0,253.0
32,001.Black_footed_Albatross/Black_Footed_Albatross_0017_796098.jpg,1,1,20.0,91.0,416.0,203.0
1928,034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0080_27108.jpg,34,1,41.0,164.0,236.0,235.0
10665,182.Yellow_Warbler/Yellow_Warbler_0121_176402.jpg,182,1,186.0,109.0,233.0,186.0
7592,130.Tree_Sparrow/Tree_Sparrow_0125_123078.jpg,130,1,47.0,11.0,403.0,416.0
746,014.Indigo_Bunting/Indigo_Bunting_0082_11907.jpg,14,1,82.0,223.0,117.0,110.0
3591,062.Herring_Gull/Herring_Gull_0140_46455.jpg,62,1,81.0,89.0,231.0,176.0
278,005.Crested_Auklet/Crested_Auklet_0063_794901.jpg,5,1,38.0,17.0,388.0,359.0
2646,046.Gadwall/Gadwall_0034_31212.jpg,46,1,123.0,72.0,169.0,139.0
5661,097.Orchard_Oriole/Orchard_Oriole_0004_91275.jpg,97,1,80.0,96.0,242.0,142.0
6020,103.Sayornis/Sayornis_0011_98610.jpg,103,1,101.0,146.0,262.0,346.0
4012,069.Rufous_Hummingbird/Rufous_Hummingbird_0095_60360.jpg,69,1,77.0,58.0,334.0,207.0
1533,028.Brown_Creeper/Brown_Creeper_0127_24656.jpg,28,1,82.0,148.0,189.0,256.0
10589,180.Wilson_Warbler/Wilson_Warbler_0038_175449.jpg,180,1,35.0,84.0,353.0,233.0
5821,100.Brown_Pelican/Brown_Pelican_0123_94368.jpg,100,1,172.0,13.0,261.0,304.0
11542,196.House_Wren/House_Wren_0122_187331.jpg,196,1,99.0,93.0,334.0,217.0
7123,122.Harris_Sparrow/Harris_Sparrow_0023_116363.jpg,122,1,17.0,134.0,288.0,319.0
6599,113.Baird_Sparrow/Baird_Sparrow_0029_794583.jpg,113,1,13.0,9.0,125.0,148.0
194,004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,4,1,61.0,52.0,377.0,290.0
3532,061.Heermann_Gull/Heermann_Gull_0141_45391.jpg,61,1,109.0,30.0,380.0,284.0
11333,193.Bewick_Wren/Bewick_Wren_0039_184989.jpg,193,1,54.0,115.0,202.0,128.0
5378,092.Nighthawk/Nighthawk_0057_82640.jpg,92,1,40.0,91.0,427.0,187.0
10614,181.Worm_eating_Warbler/Worm_Eating_Warbler_0081_175971.jpg,181,1,20.0,12.0,399.0,319.0
591,011.Rusty_Blackbird/Rusty_Blackbird_0009_6853.jpg,11,1,177.0,175.0,158.0,166.0
3286,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0080_39734.jpg,57,1,65.0,94.0,262.0,286.0
3215,056.Pine_Grosbeak/Pine_Grosbeak_0043_38992.jpg,56,1,46.0,49.0,359.0,418.0
8754,149.Brown_Thrasher/Brown_Thrasher_0095_155082.jpg,149,1,140.0,158.0,209.0,322.0
9543,163.Cape_May_Warbler/Cape_May_Warbler_0020_162629.jpg,163,1,164.0,79.0,138.0,121.0
1022,019.Gray_Catbird/Gray_Catbird_0055_20671.jpg,19,1,153.0,33.0,299.0,336.0
3931,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0117_58092.jpg,68,1,60.0,106.0,251.0,174.0
2943,051.Horned_Grebe/Horned_Grebe_0041_34535.jpg,51,1,156.0,110.0,189.0,106.0
2566,045.Northern_Fulmar/Northern_Fulmar_0039_43689.jpg,45,1,33.0,34.0,458.0,276.0
982,018.Spotted_Catbird/Spotted_Catbird_0007_19424.jpg,18,1,1.0,23.0,307.0,476.0
5705,098.Scott_Oriole/Scott_Oriole_0032_795810.jpg,98,1,64.0,84.0,266.0,310.0
6139,105.Whip_poor_Will/Whip_Poor_Will_0001_796411.jpg,105,1,15.0,35.0,161.0,118.0
8632,147.Least_Tern/Least_Tern_0006_153921.jpg,147,1,215.0,143.0,118.0,126.0
4654,080.Green_Kingfisher/Green_Kingfisher_0096_71080.jpg,80,1,156.0,96.0,298.0,192.0
6444,111.Loggerhead_Shrike/Loggerhead_Shrike_0032_106521.jpg,111,1,169.0,85.0,182.0,260.0
1721,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0055_26223.jpg,31,1,28.0,94.0,313.0,350.0
7322,125.Lincoln_Sparrow/Lincoln_Sparrow_0040_117721.jpg,125,1,153.0,60.0,346.0,257.0
4166,072.Pomarine_Jaeger/Pomarine_Jaeger_0012_795773.jpg,72,1,146.0,11.0,318.0,274.0
8569,146.Forsters_Tern/Forsters_Tern_0075_152258.jpg,146,1,93.0,28.0,257.0,358.0
86,002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,2,1,157.0,36.0,195.0,365.0
11536,196.House_Wren/House_Wren_0097_187760.jpg,196,1,94.0,96.0,288.0,245.0
8038,137.Cliff_Swallow/Cliff_Swallow_0065_133858.jpg,137,1,203.0,112.0,225.0,253.0
2245,040.Olive_sided_Flycatcher/Olive_Sided_Flycatcher_0033_30532.jpg,40,1,139.0,55.0,204.0,244.0
1270,023.Brandt_Cormorant/Brandt_Cormorant_0015_23198.jpg,23,1,202.0,41.0,166.0,384.0
4812,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0011_73267.jpg,83,1,37.0,37.0,335.0,225.0
715,013.Bobolink/Bobolink_0117_10215.jpg,13,1,123.0,85.0,348.0,242.0
2052,036.Northern_Flicker/Northern_Flicker_0107_28667.jpg,36,1,117.0,139.0,356.0,316.0
2122,038.Great_Crested_Flycatcher/Great_Crested_Flycatcher_0070_29455.jpg,38,1,127.0,128.0,124.0,331.0
9408,160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0016_161216.jpg,160,1,237.0,81.0,128.0,220.0
9557,163.Cape_May_Warbler/Cape_May_Warbler_0043_163172.jpg,163,1,231.0,222.0,159.0,151.0
81,002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,2,1,67.0,25.0,358.0,248.0
2832,050.Eared_Grebe/Eared_Grebe_0068_34052.jpg,50,1,274.0,49.0,141.0,140.0
7202,123.Henslow_Sparrow/Henslow_Sparrow_0021_116931.jpg,123,1,155.0,32.0,234.0,222.0
9546,163.Cape_May_Warbler/Cape_May_Warbler_0101_163169.jpg,163,1,191.0,80.0,195.0,194.0
2777,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0117_33576.jpg,49,1,180.0,121.0,286.0,155.0
11782,200.Common_Yellowthroat/Common_Yellowthroat_0094_190690.jpg,200,1,140.0,125.0,144.0,172.0
8201,140.Summer_Tanager/Summer_Tanager_0125_139399.jpg,140,1,65.0,85.0,419.0,268.0
3397,059.California_Gull/California_Gull_0046_41209.jpg,59,1,38.0,57.0,436.0,407.0
7448,128.Seaside_Sparrow/Seaside_Sparrow_0015_796500.jpg,128,1,78.0,46.0,226.0,316.0
1252,023.Brandt_Cormorant/Brandt_Cormorant_0044_22884.jpg,23,1,111.0,123.0,152.0,303.0
736,014.Indigo_Bunting/Indigo_Bunting_0059_11596.jpg,14,1,0.0,46.0,488.0,302.0
3507,061.Heermann_Gull/Heermann_Gull_0139_45749.jpg,61,1,69.0,68.0,315.0,328.0
2989,052.Pied_billed_Grebe/Pied_Billed_Grebe_0086_35483.jpg,52,1,121.0,58.0,257.0,166.0
8151,139.Scarlet_Tanager/Scarlet_Tanager_0055_138186.jpg,139,1,50.0,69.0,416.0,248.0
1438,026.Bronzed_Cowbird/Bronzed_Cowbird_0008_796250.jpg,26,1,62.0,10.0,100.0,113.0
10269,175.Pine_Warbler/Pine_Warbler_0037_171649.jpg,175,1,102.0,13.0,282.0,334.0
9444,161.Blue_winged_Warbler/Blue_Winged_Warbler_0071_161900.jpg,161,1,184.0,91.0,270.0,180.0
9928,169.Magnolia_Warbler/Magnolia_Warbler_0104_165696.jpg,169,1,124.0,63.0,300.0,235.0
4784,082.Ringed_Kingfisher/Ringed_Kingfisher_0108_73169.jpg,82,1,154.0,123.0,146.0,104.0
3049,053.Western_Grebe/Western_Grebe_0069_36486.jpg,53,1,109.0,125.0,231.0,153.0
8291,142.Black_Tern/Black_Tern_0013_143892.jpg,142,1,66.0,100.0,241.0,120.0
9029,154.Red_eyed_Vireo/Red_Eyed_Vireo_0101_156988.jpg,154,1,137.0,97.0,307.0,182.0
10124,172.Nashville_Warbler/Nashville_Warbler_0076_167389.jpg,172,1,162.0,163.0,168.0,184.0
5408,093.Clark_Nutcracker/Clark_Nutcracker_0075_85715.jpg,93,1,152.0,84.0,306.0,266.0
10904,186.Cedar_Waxwing/Cedar_Waxwing_0060_178190.jpg,186,1,25.0,52.0,419.0,441.0
11784,200.Common_Yellowthroat/Common_Yellowthroat_0037_190698.jpg,200,1,89.0,95.0,354.0,250.0
7296,125.Lincoln_Sparrow/Lincoln_Sparrow_0109_117940.jpg,125,1,29.0,1.0,429.0,337.0
11431,195.Carolina_Wren/Carolina_Wren_0024_186377.jpg,195,1,152.0,58.0,337.0,213.0
1759,031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0031_26318.jpg,31,1,109.0,84.0,377.0,133.0
378,008.Rhinoceros_Auklet/Rhinoceros_Auklet_0020_2195.jpg,8,1,172.0,148.0,217.0,135.0
762,014.Indigo_Bunting/Indigo_Bunting_0026_11964.jpg,14,1,119.0,78.0,144.0,137.0
10441,178.Swainson_Warbler/Swainson_Warbler_0044_794894.jpg,178,1,105.0,70.0,249.0,181.0
9101,155.Warbling_Vireo/Warbling_Vireo_0097_158579.jpg,155,1,88.0,117.0,249.0,146.0
4639,080.Green_Kingfisher/Green_Kingfisher_0042_71028.jpg,80,1,155.0,111.0,163.0,109.0
889,016.Painted_Bunting/Painted_Bunting_0083_16587.jpg,16,1,224.0,114.0,121.0,158.0
138,003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,3,1,165.0,34.0,288.0,296.0
1670,030.Fish_Crow/Fish_Crow_0028_25968.jpg,30,1,183.0,112.0,160.0,145.0
5501,094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0106_85955.jpg,94,1,115.0,24.0,229.0,308.0
10941,186.Cedar_Waxwing/Cedar_Waxwing_0029_179569.jpg,186,1,32.0,55.0,252.0,425.0
3737,065.Slaty_backed_Gull/Slaty_Backed_Gull_0021_796008.jpg,65,1,97.0,46.0,365.0,312.0
4916,085.Horned_Lark/Horned_Lark_0116_73840.jpg,85,1,49.0,157.0,287.0,136.0
1852,033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0004_26790.jpg,33,1,216.0,130.0,161.0,160.0
4546,078.Gray_Kingbird/Gray_Kingbird_0030_70110.jpg,78,1,51.0,78.0,256.0,242.0
4809,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0087_73264.jpg,83,1,289.0,67.0,153.0,186.0
3672,064.Ring_billed_Gull/Ring_Billed_Gull_0114_50214.jpg,64,1,170.0,34.0,167.0,308.0
4599,079.Belted_Kingfisher/Belted_Kingfisher_0061_70363.jpg,79,1,107.0,47.0,138.0,193.0
4813,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0117_73283.jpg,83,1,109.0,63.0,291.0,390.0
4794,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0024_73736.jpg,83,1,68.0,140.0,278.0,296.0
2396,042.Vermilion_Flycatcher/Vermilion_Flycatcher_0067_42185.jpg,42,1,169.0,64.0,271.0,281.0
6706,115.Brewer_Sparrow/Brewer_Sparrow_0014_107435.jpg,115,1,152.0,54.0,214.0,226.0
7201,123.Henslow_Sparrow/Henslow_Sparrow_0002_116930.jpg,123,1,168.0,92.0,183.0,190.0
9969,170.Mourning_Warbler/Mourning_Warbler_0052_166537.jpg,170,1,188.0,80.0,163.0,126.0
4556,079.Belted_Kingfisher/Belted_Kingfisher_0075_70873.jpg,79,1,100.0,44.0,121.0,205.0
5404,093.Clark_Nutcracker/Clark_Nutcracker_0137_85172.jpg,93,1,71.0,101.0,358.0,296.0
7021,120.Fox_Sparrow/Fox_Sparrow_0025_114555.jpg,120,1,120.0,55.0,237.0,230.0
7178,123.Henslow_Sparrow/Henslow_Sparrow_0059_796569.jpg,123,1,37.0,68.0,255.0,250.0
1007,019.Gray_Catbird/Gray_Catbird_0111_19550.jpg,19,1,146.0,107.0,253.0,152.0
1532,028.Brown_Creeper/Brown_Creeper_0114_24649.jpg,28,1,256.0,135.0,138.0,221.0
8860,151.Black_capped_Vireo/Black_Capped_Vireo_0016_797489.jpg,151,1,30.0,127.0,408.0,212.0
4494,078.Gray_Kingbird/Gray_Kingbird_0025_70152.jpg,78,1,20.0,58.0,325.0,289.0
10507,179.Tennessee_Warbler/Tennessee_Warbler_0023_174977.jpg,179,1,153.0,68.0,262.0,217.0
347,007.Parakeet_Auklet/Parakeet_Auklet_0062_795958.jpg,7,1,48.0,107.0,213.0,319.0
10939,186.Cedar_Waxwing/Cedar_Waxwing_0065_179017.jpg,186,1,105.0,58.0,209.0,384.0
10724,183.Northern_Waterthrush/Northern_Waterthrush_0089_177167.jpg,183,1,203.0,95.0,151.0,115.0
4997,086.Pacific_Loon/Pacific_Loon_0009_75642.jpg,86,1,130.0,137.0,252.0,151.0
9143,156.White_eyed_Vireo/White_Eyed_Vireo_0016_158978.jpg,156,1,76.0,99.0,413.0,282.0
5327,092.Nighthawk/Nighthawk_0041_82183.jpg,92,1,15.0,85.0,329.0,181.0
11206,191.Red_headed_Woodpecker/Red_Headed_Woodpecker_0063_183358.jpg,191,1,151.0,15.0,157.0,318.0
5135,088.Western_Meadowlark/Western_Meadowlark_0053_77774.jpg,88,1,23.0,52.0,249.0,210.0
